phi,ratio,theta,sigma_s,k_star,seed,horizon,predicted_t_sat,stopped_at,copies_per_genome,silenced_fraction,outcome,extinct,saturated,entries_per_genome,max_genomes_with_repertoire,saw_nonzero_entry,hash,stopped_at_600,copies_per_genome_600,silenced_fraction_600,outcome_600,extinct_600,saturated_600,entries_per_genome_600,max_genomes_with_repertoire_600,saw_nonzero_entry_600,hash_600,stopped_at_1800,copies_per_genome_1800,silenced_fraction_1800,outcome_1800,extinct_1800,saturated_1800,entries_per_genome_1800,max_genomes_with_repertoire_1800,saw_nonzero_entry_1800,hash_1800,saturation_generation,extinction_generation,captures,mean_displacement,mean_abs_s,max_abs_entry
0.002,3.33,0.1,0.03,11,3001,1800,3759.502281696534,1800,402.56333333333333,0.9041889888961572,CONTROLLED,0,0,527.1033333333334,300,1,13e5b921,600,282.81666666666666,0.9192409688255053,CONTROLLED,0,0,146.55666666666667,300,1,5fc62895,1800,402.56333333333333,0.9041889888961572,CONTROLLED,0,0,527.1033333333334,300,1,13e5b921,NA,NA,144615,0.035983770042039655,17.991885021019947,37.02615774359121
0.002,3.33,0.1,0.03,11,3002,1800,3759.502281696534,1800,386.82666666666665,0.8869433337929132,CONTROLLED,0,0,507.1666666666667,300,1,c9733e30,600,276.01,0.9294228469982971,CONTROLLED,0,0,134.87,300,1,5bc3f2bc,1800,386.82666666666665,0.8869433337929132,CONTROLLED,0,0,507.1666666666667,300,1,c9733e30,NA,NA,141111,0.03496053962935082,17.480269814675015,35.792212886776156
0.002,3.33,0.1,0.03,11,3003,1800,3759.502281696534,1800,379.9166666666667,0.8906690063610441,CONTROLLED,0,0,529.6333333333333,300,1,c28a3a84,600,276.4433333333333,0.9399997588414745,CONTROLLED,0,0,153.17,300,1,0cf658fb,1800,379.9166666666667,0.8906690063610441,CONTROLLED,0,0,529.6333333333333,300,1,c28a3a84,NA,NA,146537,0.036324806192765735,18.1624030963826,37.16813346749533
0.002,3.33,0.1,0.03,11,3004,1800,3759.502281696534,1800,394.80333333333334,0.8921910487077954,CONTROLLED,0,0,509.32666666666665,300,1,4fcc5b37,600,277.7966666666667,0.9354323905974393,CONTROLLED,0,0,134.30666666666667,300,1,f55b1139,1800,394.80333333333334,0.8921910487077954,CONTROLLED,0,0,509.32666666666665,300,1,4fcc5b37,NA,NA,141939,0.03507618236308917,17.538091181544708,36.56330445398507
0.002,3.33,0.1,0.03,11,3005,1800,3759.502281696534,1800,382.55333333333334,0.8800602966035237,CONTROLLED,0,0,534.8433333333334,300,1,c0cd8fa2,600,284.25666666666666,0.9446509609859634,CONTROLLED,0,0,155.34,300,1,c40c281b,1800,382.55333333333334,0.8800602966035237,CONTROLLED,0,0,534.8433333333334,300,1,c0cd8fa2,NA,NA,145715,0.036128005365666946,18.064002682833447,37.4964022194877
0.002,3.33,0.1,0.03,11,3006,1800,3759.502281696534,1800,411.68,0.898367664205208,CONTROLLED,0,0,525.4333333333333,300,1,6db1f9d8,600,272.02666666666664,0.945887658072738,CONTROLLED,0,0,147.88333333333333,300,1,46075cd5,1800,411.68,0.898367664205208,CONTROLLED,0,0,525.4333333333333,300,1,6db1f9d8,NA,NA,144970,0.035736895568595765,17.86844778429828,36.84154893960553
0.002,3.33,0.1,0.03,11,3007,1800,3759.502281696534,1800,367.75666666666666,0.9026892782365151,CONTROLLED,0,0,519.1866666666666,300,1,378157fa,600,288.81666666666666,0.9351145478677362,CONTROLLED,0,0,147.92666666666668,300,1,f3b46b1e,1800,367.75666666666666,0.9026892782365151,CONTROLLED,0,0,519.1866666666666,300,1,378157fa,NA,NA,146014,0.03578447489901584,17.892237449507718,37.0124823353544
0.002,3.33,0.1,0.03,11,3008,1800,3759.502281696534,1800,374.28333333333336,0.8986062252304404,CONTROLLED,0,0,523.7,300,1,550ea033,600,276.7266666666667,0.9294490351490038,CONTROLLED,0,0,150.04666666666665,300,1,25c4d328,1800,374.28333333333336,0.8986062252304404,CONTROLLED,0,0,523.7,300,1,550ea033,NA,NA,145165,0.035834683876157,17.917341938078177,36.53359250886636
0.002,3.33,0.1,0.03,11,3009,1800,3759.502281696534,1800,370.95,0.9117940423237633,CONTROLLED,0,0,514.0666666666667,300,1,43a42bb0,600,286.33666666666664,0.9451577979301754,CONTROLLED,0,0,125.33666666666667,300,1,bfae40b7,1800,370.95,0.9117940423237633,CONTROLLED,0,0,514.0666666666667,300,1,43a42bb0,NA,NA,139999,0.034445567338820454,17.222783669410553,35.72636498974889
0.002,3.33,0.1,0.03,11,3010,1800,3759.502281696534,1800,404.8,0.8832674571805007,CONTROLLED,0,0,510.71,300,1,063a578f,600,285.09,0.9343482175219522,CONTROLLED,0,0,136.20333333333335,300,1,b00bbddf,1800,404.8,0.8832674571805007,CONTROLLED,0,0,510.71,300,1,063a578f,NA,NA,142021,0.03489702820592652,17.44851410296364,36.6419573990704
0.002,5.00,0.1,0.02,25,3001,1800,4454.085180568274,1800,324.24666666666667,0.936622324567716,CONTROLLED,0,0,355.87333333333333,300,1,863444dc,600,231.30666666666667,0.9585543002075168,CONTROLLED,0,0,101.47666666666667,300,1,d020c3d1,1800,324.24666666666667,0.936622324567716,CONTROLLED,0,0,355.87333333333333,300,1,863444dc,NA,NA,101247,0.02359028995708278,11.795144978541355,23.964289017792513
0.002,5.00,0.1,0.02,25,3002,1800,4454.085180568274,1800,319.62333333333333,0.9075057098459646,CONTROLLED,0,0,339.1333333333333,300,1,af9c9079,600,227.56,0.9490244331165407,CONTROLLED,0,0,87.38333333333334,300,1,9d71f833,1800,319.62333333333333,0.9075057098459646,CONTROLLED,0,0,339.1333333333333,300,1,af9c9079,NA,NA,95892,0.022628120950425205,11.314060475212521,22.697588072370962
0.002,5.00,0.1,0.02,25,3003,1800,4454.085180568274,1800,300.93666666666667,0.9175241745217709,CONTROLLED,0,0,336.2,300,1,a9bdd237,600,215.56666666666666,0.9492500386578011,CONTROLLED,0,0,82.14,300,1,cf6467cb,1800,300.93666666666667,0.9175241745217709,CONTROLLED,0,0,336.2,300,1,a9bdd237,NA,NA,95468,0.022412707854086493,11.20635392704346,23.385210262084268
0.002,5.00,0.1,0.02,25,3004,1800,4454.085180568274,1800,308.82666666666665,0.9308565754252656,CONTROLLED,0,0,335.59,300,1,07a705e7,600,214.92666666666668,0.9459815751108905,CONTROLLED,0,0,84.56333333333333,300,1,83f1461c,1800,308.82666666666665,0.9308565754252656,CONTROLLED,0,0,335.59,300,1,07a705e7,NA,NA,95417,0.0222858999868107,11.142949993405553,22.6035794729632
0.002,5.00,0.1,0.02,25,3005,1800,4454.085180568274,1800,225.40666666666667,0.9477832658010706,CONTROLLED,0,0,171.51333333333332,300,1,f975d26a,600,142.57333333333332,0.9555784157860282,CONTROLLED,0,0,43.05,300,1,dc8082ba,1800,225.40666666666667,0.9477832658010706,CONTROLLED,0,0,171.51333333333332,300,1,f975d26a,NA,NA,49961,0.021644473783816454,10.822236891908132,22.350042539238306
0.002,5.00,0.1,0.02,25,3006,1800,4454.085180568274,1800,296.6,0.921184535850753,CONTROLLED,0,0,316.8933333333333,300,1,4d59019f,600,205.17666666666668,0.9385082774194596,CONTROLLED,0,0,67.21,300,1,9c2f1ce6,1800,296.6,0.921184535850753,CONTROLLED,0,0,316.8933333333333,300,1,4d59019f,NA,NA,90715,0.0213622632890937,10.681131644547081,22.50968578457965
0.002,5.00,0.1,0.02,25,3007,1800,4454.085180568274,1800,328.56666666666666,0.9193060768996653,CONTROLLED,0,0,350.04,300,1,6c929d40,600,244.61,0.9469086845727211,CONTROLLED,0,0,94.16666666666667,300,1,44218c1c,1800,328.56666666666666,0.9193060768996653,CONTROLLED,0,0,350.04,300,1,6c929d40,NA,NA,97871,0.022901706027215987,11.45085301360805,23.139133865805288
0.002,5.00,0.1,0.02,25,3008,1800,4454.085180568274,1800,324.5733333333333,0.937579591669063,CONTROLLED,0,0,352.0133333333333,300,1,66e573da,600,221.82666666666665,0.9559415760052894,CONTROLLED,0,0,96.12333333333333,300,1,d5039645,1800,324.5733333333333,0.937579591669063,CONTROLLED,0,0,352.0133333333333,300,1,66e573da,NA,NA,99582,0.023186529982920895,11.593264991460279,23.765536675792475
0.002,5.00,0.1,0.02,25,3009,1800,4454.085180568274,1800,296.7133333333333,0.9081268115127957,CONTROLLED,0,0,330.3333333333333,300,1,be88ed74,600,218.90333333333334,0.9514245252851334,CONTROLLED,0,0,80.4,300,1,8967ba66,1800,296.7133333333333,0.9081268115127957,CONTROLLED,0,0,330.3333333333333,300,1,be88ed74,NA,NA,95134,0.022156532159285012,11.078266079642571,22.390532585863852
