phi,ratio,theta,sigma_s,k_star,seed,horizon,predicted_t_sat,stopped_at,copies_per_genome,silenced_fraction,outcome,extinct,saturated,entries_per_genome,max_genomes_with_repertoire,saw_nonzero_entry,hash,stopped_at_600,copies_per_genome_600,silenced_fraction_600,outcome_600,extinct_600,saturated_600,entries_per_genome_600,max_genomes_with_repertoire_600,saw_nonzero_entry_600,hash_600,stopped_at_1800,copies_per_genome_1800,silenced_fraction_1800,outcome_1800,extinct_1800,saturated_1800,entries_per_genome_1800,max_genomes_with_repertoire_1800,saw_nonzero_entry_1800,hash_1800,saturation_generation,extinction_generation,captures,mean_displacement,mean_abs_s,max_abs_entry
0.0113,2.00,0.1,0.05,4,4001,2500,930.8771498979552,1039,1574.13,0.5899724503905861,RUNAWAY,0,1,425.44,300,1,c153c6d7,600,621.9366666666666,0.7345228077885744,CONTROLLED,0,0,231.28333333333333,300,1,290dbc40,1039,1574.13,0.5899724503905861,RUNAWAY,0,1,425.44,300,1,c153c6d7,1039,NA,93010,0.1526019526559531,13.504597580173098,32.69479334278656
0.0113,2.00,0.1,0.05,4,4002,2500,930.8771498979552,905,1588.9866666666667,0.5543302230352258,RUNAWAY,0,1,394.74,300,1,38e844fb,600,555.8566666666667,0.707166715640123,CONTROLLED,0,0,257.46666666666664,300,1,3b5969c4,905,1588.9866666666667,0.5543302230352258,RUNAWAY,0,1,394.74,300,1,38e844fb,905,NA,88680,0.14376307113765335,12.722395675898687,28.810822315939916
0.0113,2.00,0.1,0.05,4,4003,2500,930.8771498979552,888,1560.6033333333332,0.3173516225562336,RUNAWAY,0,1,383.04333333333335,300,1,257cb472,600,424.69666666666666,0.7712171039722469,CONTROLLED,0,0,252.17666666666668,300,1,ef1c7a99,888,1560.6033333333332,0.3173516225562336,RUNAWAY,0,1,383.04333333333335,300,1,257cb472,888,NA,85618,0.1388219870193752,12.285131594634832,27.740400156549093
0.0113,2.00,0.1,0.05,4,4004,2500,930.8771498979552,980,1545.6133333333332,0.23960067632266802,RUNAWAY,0,1,404.85,300,1,66937143,600,583.12,0.7097052636392738,CONTROLLED,0,0,238.93,300,1,d0fc5c13,980,1545.6133333333332,0.23960067632266802,RUNAWAY,0,1,404.85,300,1,66937143,980,NA,89750,0.14611525059373184,12.930553149887885,30.208456291826817
0.0113,2.00,0.1,0.05,4,4005,2500,930.8771498979552,887,1636.4866666666667,0.32618658671218426,RUNAWAY,0,1,367.0233333333333,300,1,c266a5de,600,560.3166666666667,0.7161248103750855,CONTROLLED,0,0,240.43,300,1,b4543c5f,887,1636.4866666666667,0.32618658671218426,RUNAWAY,0,1,367.0233333333333,300,1,c266a5de,887,NA,84443,0.1372712936574797,12.147902093582145,28.60652229714243
0.0113,2.00,0.1,0.05,4,4006,2500,930.8771498979552,917,1550.55,0.2869368933604205,RUNAWAY,0,1,382.68,300,1,34021413,600,534.09,0.6811648473727898,CONTROLLED,0,0,251.74333333333334,300,1,71509e63,917,1550.55,0.2869368933604205,RUNAWAY,0,1,382.68,300,1,34021413,917,NA,87531,0.14206209684892154,12.5718669777806,28.003704112019285
0.0113,2.00,0.1,0.05,4,4007,2500,930.8771498979552,991,1685.0933333333332,0.36133705749236444,RUNAWAY,0,1,433.32666666666665,300,1,6481e919,600,560.1233333333333,0.7159375613704124,CONTROLLED,0,0,258.57666666666665,300,1,3612fcf9,991,1685.0933333333332,0.36133705749236444,RUNAWAY,0,1,433.32666666666665,300,1,6481e919,991,NA,92372,0.15103294724470767,13.365747543779424,30.758526988320572
0.0113,2.00,0.1,0.05,4,4008,2500,930.8771498979552,976,1517.2433333333333,0.38151647834999003,RUNAWAY,0,1,415.3666666666667,300,1,0406cb66,600,553.4,0.7826105288519456,CONTROLLED,0,0,252.70666666666668,300,1,a5bc9162,976,1517.2433333333333,0.38151647834999003,RUNAWAY,0,1,415.3666666666667,300,1,0406cb66,976,NA,90192,0.14627821319368087,12.944974618910136,30.43252989482522
0.0113,2.00,0.1,0.05,4,4009,2500,930.8771498979552,939,1545.25,0.43351776950870946,RUNAWAY,0,1,393.99333333333334,300,1,5a0f6888,600,573.8033333333333,0.6965046095932985,CONTROLLED,0,0,248.12666666666667,300,1,f2e92601,939,1545.25,0.43351776950870946,RUNAWAY,0,1,393.99333333333334,300,1,5a0f6888,939,NA,88070,0.14267537286301285,12.626139191417199,29.109851311910575
0.0113,2.00,0.1,0.05,4,4010,2500,930.8771498979552,899,1649.81,0.45026801065981337,RUNAWAY,0,1,382.01,300,1,5f9f6628,600,523.2533333333333,0.757147589440424,CONTROLLED,0,0,245.55333333333334,300,1,b6de4ee3,899,1649.81,0.45026801065981337,RUNAWAY,0,1,382.01,300,1,5f9f6628,899,NA,86396,0.1395378161580737,12.348479306024204,27.801326843360187
