phi,ratio,theta,sigma_s,k_star,seed,stopped_at,copies_per_genome,silenced_fraction,outcome,extinct,saturated,saturation_generation,extinction_generation,entries_per_genome,max_genomes_with_repertoire,saw_nonzero_entry,ever_had_repertoire,captures,mean_displacement,max_abs_entry,exploratory
0.75,3.33,0.1,0.03,11,2004,108,1631.5166666666667,0.025724530344975533,RUNAWAY,0,1,108,NA,3,300,1,1,463,0.08939558623113994,0.13819834118470933,0
0.75,3.33,0.1,0.03,11,2005,137,1548.51,0.024726995628055356,RUNAWAY,0,1,137,NA,3,300,1,1,427,0.1174549903849304,0.12330452411871737,0
0.75,3.33,0.1,0.03,11,2006,125,1526.84,0.01146594709770943,RUNAWAY,0,1,125,NA,2,300,1,1,795,0.22379092289247735,0.24082469869870715,0
0.75,3.33,0.1,0.03,11,2007,137,1560.36,0.01949336477906808,RUNAWAY,0,1,137,NA,3,300,1,1,495,0.14750938210628126,0.15371201450060187,0
0.75,3.33,0.1,0.03,11,2008,115,1561.5933333333332,0.02180038336912299,RUNAWAY,0,1,115,NA,3,300,1,1,447,0.13266453363628616,0.16168120771388805,0
0.75,3.33,0.1,0.03,11,2009,116,1636.5366666666666,0.06755526406374437,RUNAWAY,0,1,116,NA,3,300,1,1,405,0.10235548744750073,0.21647418055241402,0
0.75,3.33,0.1,0.03,11,2010,128,1567.26,0.022140551025356354,RUNAWAY,0,1,128,NA,3,300,1,1,404,0.08911196785100436,0.13249670486084245,0
0.875,3.33,0.1,0.03,11,2001,121,1539.3433333333332,0.03611063592051156,RUNAWAY,0,1,121,NA,1,300,1,1,323,0.03722433087904396,0.02327218509614738,0
0.875,3.33,0.1,0.03,11,2002,156,1615.0933333333332,0.01660585146782023,RUNAWAY,0,1,156,NA,1,300,1,1,278,0.05124401324000521,0.0316362183382709,0
0.875,3.33,0.1,0.03,11,2003,117,1626.5833333333333,0.010613248629540448,RUNAWAY,0,1,117,NA,1,300,1,1,327,0.03328377898542715,0.020717137040918796,0
0.875,3.33,0.1,0.03,11,2004,126,1505.4933333333333,0.020821524727221197,RUNAWAY,0,1,126,NA,1,300,1,1,297,0.03744918355917889,0.035355647570335796,0
0.875,3.33,0.1,0.03,11,2005,151,1513.5366666666666,0.017455804396325603,RUNAWAY,0,1,151,NA,1,300,1,1,266,0.036018386556806524,0.01803055047593046,0
0.875,3.33,0.1,0.03,11,2006,102,1512.03,0.023683392525280584,RUNAWAY,0,1,102,NA,1,300,1,1,362,0.039800536247509975,0.03614315642086286,0
0.875,3.33,0.1,0.03,11,2007,108,1529.3566666666666,0.014217307059395345,RUNAWAY,0,1,108,NA,1,300,1,1,314,0.0445735376384957,0.09437500001696122,0
0.875,3.33,0.1,0.03,11,2008,108,1686.21,0.00988805269410888,RUNAWAY,0,1,108,NA,1,300,1,1,313,0.03718311970086567,0.024570418113281964,0
0.875,3.33,0.1,0.03,11,2009,133,1598.6266666666668,0.018874533974995205,RUNAWAY,0,1,133,NA,1,300,1,1,283,0.033162750220336656,0.027465911381568217,0
0.875,3.33,0.1,0.03,11,2010,112,1630.1133333333332,0.019867739257393147,RUNAWAY,0,1,112,NA,1,300,1,1,302,0.03568093846649594,0.01762401882852216,0
1,3.33,0.1,0.03,11,2001,105,1604.15,0.004517449531943189,RUNAWAY,0,1,105,NA,1,300,0,1,345,0.04163732451966353,0,0
1,3.33,0.1,0.03,11,2002,113,1506.05,0.0053783074931111185,RUNAWAY,0,1,113,NA,1,300,0,1,233,0.04976770520888686,0,0
1,3.33,0.1,0.03,11,2003,99,1512.53,0.011270299872839987,RUNAWAY,0,1,99,NA,1,300,0,1,265,0.039866472388434666,0,0
1,3.33,0.1,0.03,11,2004,119,1517.02,0.021487301859347052,RUNAWAY,0,1,119,NA,1,300,0,1,318,0.043263461402398944,0,0
1,3.33,0.1,0.03,11,2005,121,1580.8566666666666,0.027402863848082368,RUNAWAY,0,1,121,NA,1,300,0,1,280,0.04703528227061247,0,0
1,3.33,0.1,0.03,11,2006,115,1523.6566666666668,0.03205227774411121,RUNAWAY,0,1,115,NA,1,300,0,1,343,0.035244587749756744,0,0
1,3.33,0.1,0.03,11,2007,132,1570.7133333333334,0.011328186344208789,RUNAWAY,0,1,132,NA,1,300,0,1,326,0.04414763653724174,0,0
1,3.33,0.1,0.03,11,2008,120,1553.8333333333333,0.025251528477957738,RUNAWAY,0,1,120,NA,1,300,0,1,290,0.05254312929898805,0,0
1,3.33,0.1,0.03,11,2009,127,1615.65,0.02772465158501738,RUNAWAY,0,1,127,NA,1,300,0,1,358,0.040211643830358385,0,0
1,3.33,0.1,0.03,11,2010,99,1550.9,0.008504739183699787,RUNAWAY,0,1,99,NA,1,300,0,1,314,0.03524422197308909,0,0
0,5.00,0.1,0.02,25,2001,600,190.41666666666666,0.9489715536105033,CONTROLLED,0,0,NA,NA,96.45666666666666,300,1,1,28633,0,6.859293667930351,0
0,5.00,0.1,0.02,25,2002,600,189.97333333333333,0.9555551656372824,CONTROLLED,0,0,NA,NA,84.07333333333334,300,1,1,24843,0,5.94802300572953,0
0,5.00,0.1,0.02,25,2003,600,192.40333333333334,0.9469863654475841,CONTROLLED,0,0,NA,NA,93.02,300,1,1,26648,0,6.528204784376184,0
0,5.00,0.1,0.02,25,2004,600,202.87666666666667,0.940094967385768,CONTROLLED,0,0,NA,NA,102.13333333333334,300,1,1,29776,0,7.402665091888595,0
0,5.00,0.1,0.02,25,2005,600,208.06333333333333,0.9312388855957321,CONTROLLED,0,0,NA,NA,84.09,300,1,1,24588,0,6.180059260775877,0
0,5.00,0.1,0.02,25,2006,600,203.30333333333334,0.9585512616615566,CONTROLLED,0,0,NA,NA,91.66666666666667,300,1,1,26647,0,6.867558041856541,0
0,5.00,0.1,0.02,25,2007,600,197,0.9528595600676819,CONTROLLED,0,0,NA,NA,82.76333333333334,300,1,1,23525,0,5.876499929133742,0
0,5.00,0.1,0.02,25,2008,600,192.21,0.9689575637757314,CONTROLLED,0,0,NA,NA,87.14666666666666,300,1,1,24730,0,6.077613774842915,0
0,5.00,0.1,0.02,25,2009,600,203.23333333333332,0.9479252091192389,CONTROLLED,0,0,NA,NA,79.51333333333334,300,1,1,23527,0,5.834095157451782,0
0,5.00,0.1,0.02,25,2010,600,195.85333333333332,0.9629484648376336,CONTROLLED,0,0,NA,NA,59.4,300,1,1,17341,0,4.532248750386104,0
0.125,5.00,0.1,0.02,25,2001,236,1590.0733333333333,0.11973661592127827,RUNAWAY,0,1,236,NA,20,300,1,1,3576,0.06371042473307265,1.586627921126121,0
0.125,5.00,0.1,0.02,25,2002,225,1619.6466666666668,0.0852428719021021,RUNAWAY,0,1,225,NA,21.003333333333334,300,1,1,4162,0.06938889717676308,1.4753673587636627,0
0.125,5.00,0.1,0.02,25,2003,235,1796.52,0.22217398080733863,RUNAWAY,0,1,235,NA,21.966666666666665,300,1,1,4111,0.07331796490434128,1.5984740139039373,0
0.125,5.00,0.1,0.02,25,2004,217,1788.7433333333333,0.10293259886363425,RUNAWAY,0,1,217,NA,20,300,1,1,4091,0.07021279200583684,1.378211003514017,0
0.125,5.00,0.1,0.02,25,2005,247,1656.4133333333334,0.11420861137719249,RUNAWAY,0,1,247,NA,23,300,1,1,4075,0.07163449423871986,1.5633062501028303,0
0.125,5.00,0.1,0.02,25,2006,204,1631.4366666666667,0.1532963788562637,RUNAWAY,0,1,204,NA,15.236666666666666,300,1,1,3342,0.060103981349461405,1.2914772497022025,0
0.125,5.00,0.1,0.02,25,2007,234,1875.4566666666667,0.089869667298809,RUNAWAY,0,1,234,NA,23.02,300,1,1,4335,0.07323653927340354,1.620321595220231,0
0.125,5.00,0.1,0.02,25,2008,193,1570.1933333333334,0.07274475754577993,RUNAWAY,0,1,193,NA,17,300,1,1,3702,0.0618253234210874,1.5234017684422176,0
0.125,5.00,0.1,0.02,25,2009,232,1547.88,0.13464222032715714,RUNAWAY,0,1,232,NA,22,300,1,1,4200,0.06891290483548038,1.5371263890406262,0
0.125,5.00,0.1,0.02,25,2010,217,1518.6133333333332,0.12660672894570485,RUNAWAY,0,1,217,NA,21.016666666666666,300,1,1,4331,0.07015805829905232,1.4351011076614018,0
0.25,5.00,0.1,0.02,25,2001,170,1619.4566666666667,0.07419566644780039,RUNAWAY,0,1,170,NA,10,300,1,1,1887,0.07514031694137822,0.7053292430897926,0
0.25,5.00,0.1,0.02,25,2002,160,1512.7533333333333,0.06335688127167681,RUNAWAY,0,1,160,NA,10,300,1,1,1860,0.07872595480973851,0.7790090940838759,0
0.25,5.00,0.1,0.02,25,2003,154,1688.7466666666667,0.12168985282971198,RUNAWAY,0,1,154,NA,9.006666666666666,300,1,1,1876,0.07639539354181252,0.701531457827719,0
0.25,5.00,0.1,0.02,25,2004,163,1732.3966666666668,0.05538185057694639,RUNAWAY,0,1,163,NA,11,300,1,1,2054,0.07419261832417512,0.8039059553389538,0
0.25,5.00,0.1,0.02,25,2005,178,1663.2033333333334,0.07267301452418125,RUNAWAY,0,1,178,NA,11,300,1,1,1918,0.0757256556456542,0.6995318724516336,0
0.25,5.00,0.1,0.02,25,2006,162,1735.0166666666667,0.11903055686304646,RUNAWAY,0,1,162,NA,13,300,1,1,1949,0.07653873108663127,0.7867997947266137,0
0.25,5.00,0.1,0.02,25,2007,180,1823.1166666666666,0.07178001042171374,RUNAWAY,0,1,180,NA,11,300,1,1,2279,0.07498581713715873,0.7472125403632657,0
0.25,5.00,0.1,0.02,25,2008,155,1674.7533333333333,0.10941710819105699,RUNAWAY,0,1,155,NA,11,300,1,1,2106,0.0780637193890333,0.8144773091491756,0
0.25,5.00,0.1,0.02,25,2009,142,1791.28,0.0850862697810132,RUNAWAY,0,1,142,NA,9,300,1,1,1925,0.07786957615538519,0.8213257006563168,0
0.25,5.00,0.1,0.02,25,2010,135,1648.25,0.08099701703827292,RUNAWAY,0,1,135,NA,9.006666666666666,300,1,1,1880,0.0681838153697101,0.6880101666004461,0
0.375,5.00,0.1,0.02,25,2001,134,1658.23,0.050576015791938794,RUNAWAY,0,1,134,NA,7,300,1,1,1552,0.09638367237726167,0.46033913585851616,0
0.375,5.00,0.1,0.02,25,2002,160,1563.03,0.039982171380800964,RUNAWAY,0,1,160,NA,6,300,1,1,1175,0.08371547153611121,0.5687435878568765,0
0.375,5.00,0.1,0.02,25,2003,129,1540.07,0.035002737970784875,RUNAWAY,0,1,129,NA,6,300,1,1,1315,0.08282726242457733,0.45891253048266645,0
0.375,5.00,0.1,0.02,25,2004,143,1620.7466666666667,0.040102915528645235,RUNAWAY,0,1,143,NA,7,300,1,1,1337,0.08907108757712817,0.47236649931715197,0
0.375,5.00,0.1,0.02,25,2005,146,1694.51,0.08075097422460377,RUNAWAY,0,1,146,NA,7,300,1,1,1262,0.0863377904530114,0.41813636447495334,0
0.375,5.00,0.1,0.02,25,2006,119,1675.4466666666667,0.05811783524393495,RUNAWAY,0,1,119,NA,6,300,1,1,1127,0.078391242367354,0.38076785831986537,0
0.375,5.00,0.1,0.02,25,2007,178,1571.4833333333333,0.033953059211572933,RUNAWAY,0,1,178,NA,8,300,1,1,1330,0.09362364646538572,0.5364007887779105,0
0.375,5.00,0.1,0.02,25,2008,156,1692.3733333333332,0.06710103365687634,RUNAWAY,0,1,156,NA,7,300,1,1,1177,0.08297641122634929,0.4240245748036134,0
0.375,5.00,0.1,0.02,25,2009,135,1597.98,0.04624588543035582,RUNAWAY,0,1,135,NA,6.026666666666666,300,1,1,1298,0.07807753120118698,0.44131068683437846,0
0.375,5.00,0.1,0.02,25,2010,152,1595.1433333333334,0.041091396175474304,RUNAWAY,0,1,152,NA,6.03,300,1,1,1275,0.08123015376598451,0.44701355733105325,0
0.5,5.00,0.1,0.02,25,2001,119,1579.5333333333333,0.0351242983159583,RUNAWAY,0,1,119,NA,5,300,1,1,932,0.08244061905429766,0.2531002326409115,0
0.5,5.00,0.1,0.02,25,2002,129,1710.53,0.06231207091759084,RUNAWAY,0,1,129,NA,4,300,1,1,656,0.08350723406639611,0.32279038059224224,0
0.5,5.00,0.1,0.02,25,2003,111,1599,0.03568688763810715,RUNAWAY,0,1,111,NA,4,300,1,1,854,0.07655346969342641,0.21087744756769705,0
0.5,5.00,0.1,0.02,25,2004,132,1523.3533333333332,0.03235406099701098,RUNAWAY,0,1,132,NA,4.016666666666667,300,1,1,914,0.09073319579226413,0.30636016350388573,0
0.5,5.00,0.1,0.02,25,2005,131,1588.54,0.038922532640034244,RUNAWAY,0,1,131,NA,5,300,1,1,824,0.08564831885303337,0.3147256022522716,0
0.5,5.00,0.1,0.02,25,2006,140,1635.8066666666666,0.020597381108606965,RUNAWAY,0,1,140,NA,4,300,1,1,940,0.08432901751057663,0.2524234103260072,0
0.5,5.00,0.1,0.02,25,2007,121,1513.4566666666667,0.04154947724524653,RUNAWAY,0,1,121,NA,4,300,1,1,926,0.08590201328431384,0.2450772567322165,0
0.5,5.00,0.1,0.02,25,2008,144,1666.99,0.0815101870237174,RUNAWAY,0,1,144,NA,5.156666666666666,300,1,1,938,0.09548987514462441,0.3519766364405128,0
0.5,5.00,0.1,0.02,25,2009,129,1531.7966666666666,0.03180578797447007,RUNAWAY,0,1,129,NA,4,300,1,1,824,0.08014790328563641,0.33090783322816086,0
0.5,5.00,0.1,0.02,25,2010,147,1571.4866666666667,0.032951812084522934,RUNAWAY,0,1,147,NA,5,300,1,1,924,0.08831662752595408,0.3218875266281803,0
0.625,5.00,0.1,0.02,25,2001,130,1621.1733333333334,0.040374050070730666,RUNAWAY,0,1,130,NA,4,300,1,1,625,0.09501385484168658,0.22429716811259842,0
0.625,5.00,0.1,0.02,25,2002,143,1578.5733333333333,0.09587348914209455,RUNAWAY,0,1,143,NA,3,300,1,1,509,0.07892390128106724,0.22568645998070194,0
0.625,5.00,0.1,0.02,25,2003,116,1617.9133333333334,0.022737105819429965,RUNAWAY,0,1,116,NA,2.26,300,1,1,716,0.10127654261552362,0.14506007349734432,0
0.625,5.00,0.1,0.02,25,2004,118,1663.2833333333333,0.04376083449402287,RUNAWAY,0,1,118,NA,2,300,1,1,454,0.072260635549293,0.1411278247419673,0
0.625,5.00,0.1,0.02,25,2005,151,1558.7066666666667,0.03666715139902312,RUNAWAY,0,1,151,NA,2,300,1,1,453,0.07802064530417806,0.22205409617925165,0
0.625,5.00,0.1,0.02,25,2006,127,1564.4066666666668,0.0693915904219278,RUNAWAY,0,1,127,NA,3,300,1,1,505,0.08324920548042848,0.22448703506422446,0
0.625,5.00,0.1,0.02,25,2007,144,1643.4466666666667,0.031452191938081346,RUNAWAY,0,1,144,NA,3,300,1,1,605,0.09296869233652598,0.19047084530981284,0
0.625,5.00,0.1,0.02,25,2008,93,1601.1033333333332,0.023941823450911975,RUNAWAY,0,1,93,NA,3,300,1,1,480,0.0791577638883335,0.19354577249958435,0
0.625,5.00,0.1,0.02,25,2009,108,1511.7433333333333,0.051690873450740096,RUNAWAY,0,1,108,NA,3,300,1,1,511,0.07821118501745336,0.13530607987122023,0
0.625,5.00,0.1,0.02,25,2010,137,1580.4966666666667,0.023237421148204467,RUNAWAY,0,1,137,NA,3,300,1,1,581,0.09455109211629646,0.14538521581413455,0
0.75,5.00,0.1,0.02,25,2001,122,1602.68,0.023161204981655727,RUNAWAY,0,1,122,NA,1,300,1,1,339,0.046939679589462324,0.11549827854992403,0
0.75,5.00,0.1,0.02,25,2002,152,1560.67,0.040373685660645746,RUNAWAY,0,1,152,NA,3,300,1,1,394,0.05582462866405472,0.1090998638876495,0
0.75,5.00,0.1,0.02,25,2003,116,1598.0566666666666,0.024702920422096004,RUNAWAY,0,1,116,NA,2,300,1,1,327,0.023797309983825187,0.08165690262474597,0
0.75,5.00,0.1,0.02,25,2004,146,1582.5933333333332,0.03807674323578599,RUNAWAY,0,1,146,NA,2,300,1,1,389,0.09629595019609806,0.12891434361228746,0
0.75,5.00,0.1,0.02,25,2005,154,1535.6466666666668,0.05144412560180944,RUNAWAY,0,1,154,NA,2,300,1,1,299,0.030544004807630632,0.1199696035007454,0
0.75,5.00,0.1,0.02,25,2006,145,1545.0866666666666,0.01692677433412581,RUNAWAY,0,1,145,NA,2,300,1,1,378,0.03134182431879375,0.10985880414636551,0
0.75,5.00,0.1,0.02,25,2007,143,1594.58,0.04034500202770217,RUNAWAY,0,1,143,NA,2,300,1,1,367,0.03260942129269554,0.10289019309345611,0
0.75,5.00,0.1,0.02,25,2008,99,1545.5133333333333,0.025549224205981186,RUNAWAY,0,1,99,NA,1,300,1,1,331,0.029808500459711392,0.0853763874541082,0
0.75,5.00,0.1,0.02,25,2009,131,1529.2633333333333,0.01635863890893001,RUNAWAY,0,1,131,NA,2,300,1,1,303,0.03021889749834273,0.12057388627164901,0
0.75,5.00,0.1,0.02,25,2010,164,1674.3366666666666,0.037863751017816014,RUNAWAY,0,1,164,NA,2,300,1,1,312,0.038324551097328206,0.11069485712482113,0
0.875,5.00,0.1,0.02,25,2001,125,1549.18,0.02367704204805123,RUNAWAY,0,1,125,NA,1,300,1,1,294,0.0218958796233768,0.017778204036810935,0
0.875,5.00,0.1,0.02,25,2002,126,1648.5466666666666,0.021639262057084625,RUNAWAY,0,1,126,NA,1,300,1,1,318,0.028210553141461887,0.014853553813739213,0
0.875,5.00,0.1,0.02,25,2003,144,1619.8833333333334,0.020186638955480334,RUNAWAY,0,1,144,NA,1,300,1,1,306,0.020640869283972706,0.01705686424251415,0
0.875,5.00,0.1,0.02,25,2004,107,1518.7,0.03967428282961304,RUNAWAY,0,1,107,NA,1,300,1,1,323,0.021867314842330277,0.020728788695249318,0
0.875,5.00,0.1,0.02,25,2005,128,1585.2133333333334,0.013255839382291343,RUNAWAY,0,1,128,NA,1,300,1,1,258,0.02100950135738464,0.013443204172176659,0
0.875,5.00,0.1,0.02,25,2006,139,1650.69,0.010839911390590198,RUNAWAY,0,1,139,NA,1,300,1,1,384,0.026219198427225667,0.01920152913054937,0
0.875,5.00,0.1,0.02,25,2007,148,1511.8866666666668,0.01761595886816913,RUNAWAY,0,1,148,NA,1,300,1,1,298,0.025396581287492084,0.011087880473048864,0
0.875,5.00,0.1,0.02,25,2008,113,1689.55,0.025957602122853224,RUNAWAY,0,1,113,NA,1,300,1,1,292,0.024407361540272576,0.021854971563786338,0
0.875,5.00,0.1,0.02,25,2009,158,1582.04,0.010821471012110945,RUNAWAY,0,1,158,NA,1,300,1,1,293,0.018211945463394386,0.008811617216550254,0
0.875,5.00,0.1,0.02,25,2010,600,0,0,EXTINCT,1,0,NA,281,1,300,1,1,285,0.023299060139522567,0.01131882944308786,0
1,5.00,0.1,0.02,25,2001,129,1567.27,0.025681599213919746,RUNAWAY,0,1,129,NA,1,300,0,1,318,0.027387490763204642,0,0
1,5.00,0.1,0.02,25,2002,131,1611.7566666666667,0.02019328806871178,RUNAWAY,0,1,131,NA,1,300,0,1,373,0.030722749527723803,0,0
1,5.00,0.1,0.02,25,2003,135,1551.7566666666667,0.009376470108071067,RUNAWAY,0,1,135,NA,1,300,0,1,321,0.02781817095275795,0,0
1,5.00,0.1,0.02,25,2004,130,1595.48,0.005083109785143029,RUNAWAY,0,1,130,NA,1,300,0,1,321,0.024866699934279077,0,0
1,5.00,0.1,0.02,25,2005,600,0,0,EXTINCT,1,0,NA,263,1,300,0,1,252,0.023140567537832696,0,0
1,5.00,0.1,0.02,25,2006,122,1677.9733333333334,0.006958791558070053,RUNAWAY,0,1,122,NA,1,300,0,1,346,0.036115728722234425,0,0
1,5.00,0.1,0.02,25,2007,129,1587.1933333333334,0.027969707534053822,RUNAWAY,0,1,129,NA,1,300,0,1,318,0.02955625345353871,0,0
1,5.00,0.1,0.02,25,2008,111,1545.7366666666667,0.016460328516500224,RUNAWAY,0,1,111,NA,1,300,0,1,324,0.025492877686459407,0,0
1,5.00,0.1,0.02,25,2009,97,1536.4066666666668,0.020116201873635886,RUNAWAY,0,1,97,NA,1,300,0,1,336,0.026452495472296403,0,0
1,5.00,0.1,0.02,25,2010,138,1584.6833333333334,0.02718313858709942,RUNAWAY,0,1,138,NA,1,300,0,1,303,0.02662840955635378,0,0
